"","MOCP_0110:ara:0.50000%:PA14_c26:270min:A","MOCP_0110:ara:0.12500%:PA14_c26:270min:A","MOCP_0110:ara:0.03125%:PA14_c26:270min:A","MOCP_0110:ara:0.00000%:PA14_c26:270min:A","MOCP_0110:ara:0.50000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.12500%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.03125%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.00000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.50000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.12500%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.03125%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.00000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.50000%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.12500%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.03125%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.00000%:PA14_lpxC_c165:270min:A"
"PA14_23390",-2.2971,-0.0213,-0.1992,-1.0865,-7.0795,-5.5762,-6.3112,-6.9373,-5.7417,-4.506,-4.4319,-6.373,-4.7885,-3.6974,-2.4084,-6.8812
"PA14_23400",-1.411,-0.3473,-0.0558,0.0011,-3.8897,-2.301,-3.1478,-2.8243,-2.0896,-0.6276,-0.4609,-2.2343,-1.2754,-0.2781,0.3477,-2.238
"PA14_23410",-1.3803,-0.6721,0.059,-0.3553,-1.8576,-1.2733,-1.283,-1.6134,-0.5943,-0.8341,0.254,-1.8451,-0.1563,-0.1947,0.4629,-1.3641
"PA14_23420",-0.8959,0.3158,-0.1209,-0.2096,-1.6347,-1.1421,-0.3278,-0.5874,-0.8273,1.3078,0.811,-2.9962,1.4199,2.2585,2.1915,-1.6934
"PA14_23430",-0.9245,-0.4769,-0.5545,-0.6663,-2.9754,-1.1277,-1.4466,-1.701,-2.6487,-0.1565,-0.1972,-3.8369,-1.5972,-0.3058,0.0347,-2.9976
"PA14_23440",-0.5883,0.3129,-0.6819,0.0425,-3.134,-1.6539,-3.2434,-2.4441,-0.4412,0.1306,-0.624,-3.7165,0.6844,1.0036,1.4383,-2.8057
"PA14_23450",-0.3948,0.1032,0.681,-0.0602,-2.8143,-1.6826,-2.2138,-1.5831,-1.7309,-1.1554,-1.4505,-2.4275,-2.124,-1.1044,-0.5013,-2.4396
"PA14_23460",-0.6921,-1.1962,0.0071,-0.389,-7.6887,-4.7546,-3.6568,-4.2035,-5.8987,-5.0004,-4.491,-8.1253,-4.0294,-3.0722,-3.618,-5.3791
"PA14_23470",0.9965,-0.5768,0.9786,-1.1499,-2.1066,-3.2452,-3.9002,-3.7658,-2.9725,-3.0395,-4.6416,-6.4399,-2.1442,-3.641,-3.888,-6.4287
"PA14_23480",-1.0214,-0.9635,-0.1547,0.0415,-2.4796,-2.0941,-1.6207,-2.0535,-1.6982,-0.9522,-1.1204,-1.0329,-3.1063,-2.5359,-2.8548,-1.4137
"PA14_23500",-1.0862,0.2105,-0.0144,0.7592,-1.7715,-1.8774,-1.9119,-0.7188,-3.6609,-3.4756,-3.119,-2.7034,-3.7032,-3.109,-2.4418,-2.4319
"PA14_23510",0.9597,0.496,-0.7493,-1.4791,1.5817,1.2234,-1.2459,0.0852,1.3358,1.7491,1.3494,0.3029,2.7788,2.6585,1.4014,1.4718
"PA14_23520",-1.1953,0.0946,-0.7222,0.3377,-0.9538,-1.1621,0.3279,-0.267,0.0021,-1.4198,0.4851,-0.5738,-0.05,1.724,0.4404,-0.1177
"PA14_23530",-0.1388,1.5533,-0.58,0.6928,-0.954,1.1409,0.2593,-0.5913,0.5483,1.1718,1.6327,1.0562,1.1635,1.0493,0.3007,2.9354
"PA14_23540",-0.1825,-0.2852,-0.656,-0.3694,0.0595,-0.0886,0.2811,0.1071,0.4954,0.1715,0.024,0.2117,0.1835,0.0171,0.0858,0.6414
"PA14_23560",0.1121,1.3441,-1.1733,-0.0908,-1.7402,-0.8366,-2.7691,-0.9766,-2.4018,-1.4189,-3.2875,-3.0451,-1.526,-1.0664,-1.1433,-1.7389
"PA14_23590",-0.288,-0.3251,0.0878,0.3228,-0.2374,0.3679,-0.7432,0.018,-0.3345,-0.5477,-0.4656,-0.2609,-0.3149,-0.3271,-0.5572,-0.3716
"PA14_23610",-1.2758,-0.6636,-0.1364,-0.7768,-1.1355,-1.2719,-1.466,0.8462,0.5354,-1.0334,-1.4511,-0.6616,-0.8569,0.3167,-0.5168,-0.8424
"PA14_23620",1.1655,0.3287,-0.7826,0.0639,-0.063,-0.2946,0.5187,-0.538,1.4406,1.9048,0.7433,0.2642,1.8327,1.5329,0.2485,0.653
"PA14_23630",0.1927,-0.4091,1.2233,-0.9107,1.9038,-1.1667,-0.5897,-0.2397,1.239,0.7451,0.1542,-0.9159,1.9892,0.914,1.7352,0.9518
"PA14_23640",-0.5356,0.5227,-0.1879,0.3144,-0.3514,-0.0447,-0.5305,1.0767,-0.5382,-0.3972,0.7358,-0.5845,-0.1952,-0.2529,0.27,-0.3862
"PA14_23650",-1.572,-0.0582,-1.1329,-1.0428,-1.5878,-2.0481,-0.5221,-0.9221,0.9192,0.6821,-1.4172,0.3189,1.7687,-0.8811,-1.0402,-0.5537
"PA14_23670",0.7184,-0.3279,-0.7944,-1.1751,0.8784,-0.4047,0.4437,-0.7368,1.1094,0.0291,-0.2909,-0.9945,1.4708,1.0657,-0.4555,-0.3122
"PA14_23680",1.0181,-0.044,0.8057,-0.1878,1.1205,0.9728,-0.9513,1.2409,2.4322,4.389,3.0724,3.8954,3.96,4.4482,4.6813,3.4761
"PA14_23690",2.112,-0.0913,0.954,1.29,2.7144,3.2929,1.3011,3.7734,3.0283,5.2066,1.5875,4.2039,5.0245,3.8351,3.4334,7.3483
"PA14_23700",3.9125,0.6696,0.8087,1.2581,8.5458,3.913,2.7173,1.6776,9.9475,6.4306,4.1987,6.8103,13.9125,9.4553,7.3472,10.7897
"PA14_23720",1.087,-0.3964,0.7591,-0.6726,-0.8609,-0.551,0.8167,0.469,1.7639,-1.0004,1.5699,2.0889,1.1729,0.7522,1.5791,2.9499
"PA14_23730",-0.7989,-0.4145,-0.0821,0.3863,-1.7322,-0.3721,-1.4858,0.0692,-2.2876,-1.6335,-2.2063,-0.7104,-2.5961,-2.6032,-3.2385,-2.6917
"PA14_23750",1.219,1.6874,-0.3719,-0.4777,1.6215,0.6897,-0.8681,-0.6788,3.1082,-0.6071,-0.5764,-0.4371,1.944,1.5162,-0.413,0.4848
"PA14_23760",1.811,-0.8998,0.1403,-0.3955,1.8852,1.2325,0.6011,0.0406,2.258,1.2391,1.0036,0.4619,1.9825,0.5992,0.919,-0.0057
"PA14_23770",1.04,1.0085,-0.2812,-1.3841,1.0048,1.3363,0.1288,4.1571,2.0132,1.145,-0.4996,1.9319,1.0261,0.3829,2.3037,0.7907
"PA14_23790",0.3614,-0.9882,0.4662,-0.3077,-0.2029,1.128,0.3218,1.1475,1.4479,2.7551,0.6526,0.9628,2.9482,1.2698,1.3641,0.1165
"PA14_23800",-0.9116,-0.1905,-0.1011,0.6538,-0.3544,-0.7197,0.7133,1.2636,-2.163,-1.3816,-1.9008,-2.4661,-2.0916,-0.7912,-2.3171,-2.5202
"PA14_23810",0.5988,0.0598,-0.8888,0.4603,0.377,0.052,-0.0848,-0.4942,-1.8132,-0.6848,-1.8653,-1.3097,-3.6217,-1.754,-0.5171,-1.2376
"PA14_23830",1.1982,-0.4385,-0.2923,-0.143,8.3058,6.1201,5.0433,4.4873,7.0697,6.9557,6.5241,6.0743,7.7963,8.4311,6.8915,5.2142
"PA14_23840",-2.5125,0.969,-0.4262,0.6466,-1.326,0.9264,-0.6193,0.3586,-5.0897,-2.2065,-1.3694,-1.4418,-4.5836,-3.7861,-4.0174,-4.1449
"PA14_23850",-1.3775,-0.4971,-0.8535,-0.19,-2.5414,-1.5194,-1.7766,-1.3127,-4.8633,-4.6601,-4.1444,-4.8078,-4.5826,-3.9907,-3.0453,-5.2847
"PA14_23860",-0.6397,-0.0956,-0.4668,0.2893,-1.9239,-2.2515,-1.5968,-0.9356,-4.4828,-2.5597,-2.71,-2.3354,-3.7469,-2.8157,-1.7338,-2.356
"PA14_23880",-0.4262,-0.0848,-0.8137,-0.1064,-3.0935,-3.5895,-3.222,-2.4046,-4.8372,-4.5866,-4.3828,-5.3619,-4.8622,-5.5906,-5.1463,-5.408
"PA14_23890",0.4464,1.11,0.1215,-0.3066,-2.4913,-2.2266,-3.0692,-4.2189,-3.3514,-4.5772,-5.3588,-6.5945,-3.3731,-5.4734,-5.9188,-5.9744
"PA14_23900",0.549,0.8805,-1.7254,0.3551,-1.9758,-0.9892,-1.9927,-1.0248,-2.4775,-3.9074,-2.6168,-1.3104,-4.3427,-2.2374,-2.8848,-4.4821
"PA14_23920",0.4913,-0.4566,1.0778,-0.4169,-0.3006,0.0338,-0.0802,-0.3184,-1.8864,-2.0087,-1.6568,-2.1697,-1.1681,-1.3216,-1.7066,-1.304
"PA14_23930",0.2832,-0.85,-0.9021,-1.4254,0.1625,-1.269,-3.3868,-3.9808,-2.5826,-3.5599,-5.4239,-8.8141,-3.8038,-3.5092,-5.4295,-5.2863
"PA14_23950",0.8587,0.0966,0.5545,-0.0258,1.0812,-0.1497,-0.445,-1.0831,1.0528,-0.2805,0.0851,-0.3646,0.7172,-0.0433,-0.4566,0.1875
"PA14_23970",-9e-04,-2.0734,0.8052,-1.653,-1.063,-1.8661,-2.9901,-2.449,-2.4739,-3.0874,-3.1259,-3.5885,-0.9168,-2.1807,-2.1704,-4.1391
"PA14_23980",-1.1805,0.5343,-0.5045,0.3837,-1.0978,-0.7649,-0.5936,-1.5793,-1.0808,-2.0067,-1.1444,-0.7456,-0.6982,-0.7315,-0.1059,-1.9794
"PA14_23990",1.1986,-0.3813,0.2101,-0.286,4.2053,-0.3842,-0.0726,-1.7106,4.4512,2.7502,1.9736,1.5789,6.1478,4.3352,1.0821,0.2457
"PA14_24010",0.2591,-0.5172,-0.4216,-0.9488,0.1684,-0.0455,0.0513,-0.626,0.2968,0.3941,-0.8646,-0.5536,1.1263,-0.5339,-0.5798,-1.2275
"PA14_24020",-0.4772,-0.3118,-0.6605,0.2582,-0.5706,-1.6636,0.9353,0.6516,-1.0957,-0.4527,-0.3829,-0.2088,0.2067,-0.051,0.1529,0.1553
"PA14_24040",-0.3729,-0.4825,0.4422,0.5451,-0.6513,-0.7623,-0.1423,-0.2134,-0.9447,-0.3884,-0.8133,-1.1458,-0.077,-0.1016,-1.0879,-0.415
"PA14_24050",0.8663,0.7626,0.4031,-0.0163,-1.0682,-1.3751,-1.1714,0.5955,-0.7449,-0.3788,-1.0483,-1.8593,0.1178,-0.0141,-2.617,-1.3907
"PA14_24060",-1.0172,1.2928,-0.3846,0.6103,-0.2388,-3.1424,-1.3438,-4.3616,-2.7276,-0.9819,-1.5101,-1.7537,-2.2771,-2.9068,-6.5483,-3.3732
"PA14_24070",-0.8531,-0.2953,-0.7865,-0.3717,-1.9445,-1.708,-0.6099,-1.4273,-2.0797,-1.971,-3.166,-3.2053,-0.9788,-2.3191,-3.2453,-4.0603
"PA14_24080",-0.6067,-0.1336,1.4266,0.0371,0.5314,0.3158,-0.6191,-3.1515,2.0754,0.5817,0.3053,0.4655,1.466,-0.9377,0.7127,-0.7167
"PA14_24100",0.2529,0.1888,0.3569,-0.0229,-0.0671,-0.6422,0.3982,-0.331,1.3349,-0.2361,0.4935,0.5921,1.0122,0.5398,0.0422,0.4504
"PA14_24140",-0.3384,0.5881,-0.49,0.6864,-1.0208,-0.7201,-3.037,0.1438,-2.0416,-2.088,-0.9501,-1.4978,-1.4987,-0.9222,-2.63,-1.0303
"PA14_24150",-0.5743,0.2317,0.1828,0.0381,-3.5983,-0.586,0.2829,1.5631,-2.8675,-1.0238,-2.2675,0.743,-2.6263,-1.9049,-2.1307,-2.1619
"PA14_24170",0.8665,-0.0427,0.1636,0.483,2.3116,0.3646,1.128,1.1567,4.0445,2.9502,2.2114,2.5686,2.8491,3.5664,1.7055,4.5067
"PA14_24180",0.646,-1.6705,0.3625,-1.444,1.4147,0.1552,1.2935,-0.3089,2.3655,2.9546,1.9114,1.6639,2.302,0.9908,1.5194,0.9359
"PA14_24190",-1.6185,-0.4611,-0.2267,0.075,-2.7356,-2.0948,-0.2793,-0.807,-0.0378,-0.3996,1.1931,0.4965,-1.6493,-0.7111,-0.2371,-0.9966
"PA14_24210",0.6336,0.1701,0.0997,-1.351,0.8994,0.4982,0.2504,-0.565,2.4935,1.8086,2.2299,1.9145,2.6874,1.3393,0.9085,2.0821
"PA14_24220",0.5462,-0.0028,-0.4965,0.1229,1.0257,1.3713,1.0917,0.8147,1.7634,0.9696,0.1605,1.033,1.5099,0.9618,-0.4641,0.481
"PA14_24230",1.1253,0.5767,-0.4963,-1.7203,0.2944,-0.3823,-0.484,-1.8109,2.4044,1.5305,0.8037,-0.6929,1.0936,-0.067,0.4867,-0.575
"PA14_24240",0.5354,-0.739,0.7793,-1.0396,-1.1996,-2.4031,-0.8753,-1.6881,-0.1489,-0.1084,0.3156,-2.1221,-1.5425,-1.0506,-2.0454,-1.3507
"PA14_24245",0.1402,0.8833,-0.8413,-0.3073,-0.3545,-0.5255,-1.7864,-0.2494,-0.0032,-0.3523,0.0677,0.1175,-0.1794,0.0427,0.7689,-0.0362
"PA14_24260",0.6383,1.1436,0.5385,1.3056,2.2153,2.0408,0.6531,-0.9681,-0.8926,-0.9876,-0.2076,0.2385,0.4075,-0.6868,-0.7253,-1.1739
"PA14_24270",0.5649,0.0847,0.8023,-0.2292,-1.3348,-1.1508,-1.8313,-1.2397,-0.26,-0.2983,-0.3727,-2.0535,0.7581,-0.337,-0.6548,-1.251
"PA14_24290",-1.7108,0.4384,-1.0509,2.0708,0.1908,-0.126,1.1446,0.4365,-2.0093,-0.8366,0.7421,1.7181,-1.3695,0.073,2.2769,2.3544
"PA14_24300",-1.1233,-0.0562,-0.0474,0.5064,-2.1088,-1.732,-0.4957,0.7249,-1.9042,-2.117,0.0742,-1.0974,-1.9869,-1.4956,-1.0153,-1.5372
"PA14_24310",-0.7954,0.107,-0.9791,0.3996,-1.6368,0.0433,-0.9294,0.3218,-0.3952,-0.5663,0.5778,0.5714,0.583,0.0929,0.1437,-0.5318
"PA14_24330",-0.9689,0.2284,-1.6591,0.8522,-0.3069,-0.3091,0.4626,0.8842,0.1514,0.4597,1.3831,1.1707,0.2643,0.9318,0.2449,1.9207
"PA14_24340",-0.3473,1.0062,0.3943,0.5153,-1.6595,-0.8287,-0.8142,-0.3663,-1.3684,-1.5221,-0.9021,-1.0306,-1.5935,-1.7214,-1.1484,0.1224
"PA14_24350",-0.3336,-0.1824,0.9374,-0.6426,-3.01,-5.7902,0.944,-2.015,-0.6886,-2.6011,-5.3376,-0.0555,-2.1786,-2.8338,-1.026,-3.8494
"PA14_24360",1.1344,-0.132,0.3402,-0.135,1.2237,-0.0887,0.4178,0.4567,4.0338,3.0894,2.4045,3.0222,3.4104,2.7181,2.316,3.3239
"PA14_24370",-0.0769,3.5881,-0.8985,-1.3374,1.1994,-1.6009,2.694,-0.4286,7.0898,5.7761,7.5805,3.0999,1.9293,3.6021,1.8262,1.6043
"PA14_24380",0.0585,0.1449,-0.6326,-0.0237,1.1763,1.2084,2.2967,1.0463,2.3855,1.7414,1.705,2.195,2.0183,2.2106,1.8363,2.0937
"PA14_24390",-0.8072,-0.1143,-0.5122,-0.9703,-0.9279,-1.3545,0.5254,-1.1129,1.3311,1.5131,-0.3108,-0.2311,-0.5225,0.3618,0.8046,0.466
"PA14_24400",-0.7225,-0.3677,-0.8481,0.6299,-1.7645,-0.2875,1.9307,1.438,-0.6558,-1.9754,-0.1976,-2.24,-2.6842,-2.1876,-1.7333,-0.8796
"PA14_24410",-1.152,0.3414,-0.1438,0.7929,-0.4975,-0.5823,0.5433,0.8195,-0.7508,-0.6818,-0.6211,-0.7201,-0.0717,-2.1011,-1.7476,0.0052
"PA14_24420",0.5541,-0.1294,0.7661,-0.2553,1.5141,1.3125,0.9804,0.0974,1.5651,2.3324,3.3528,1.8547,0.843,1.909,2.2744,2.5734
"PA14_24430",0.0874,-0.3366,1.7348,-0.6373,0.3246,1.2268,0.1119,-0.0201,2.1769,0.9462,0.64,0.5655,2.5594,1.9905,0.9813,0.2735
"PA14_24440",-0.2793,0.8327,0.0943,0.0484,-1.0706,-1.6241,-0.1141,2.8788,6.5263,8.2023,5.7412,2.7761,2.8526,3.5664,2.2949,2.6603
"PA14_24445",0.123,-0.8249,1.2239,-0.3908,2.5219,2.3651,0.2641,0.5354,3.4761,3.8315,2.6272,0.5797,6.034,4.5755,4.3722,2.0633
"PA14_24480",-0.6453,-0.9239,0.6766,-0.0017,-1.2441,0.0226,-0.1048,-0.1532,2.6731,0.2557,0.571,1.0122,0.8871,0.1423,0.3484,2.3754
"PA14_24490",1.2805,-0.0436,1.0075,0.4204,-0.5001,1.1682,4.1121,0.5419,4.8772,4.4891,3.7371,6.9099,4.3665,5.4468,1.1397,9.3937
"PA14_24500",-0.7124,-0.7801,1.7417,0.289,-0.4501,-0.8903,-0.3615,0.1832,1.2637,1.0468,1.1201,-0.2903,-0.3038,0.0611,0.2303,0.6663
"PA14_24510",0.9167,0.7035,1.7197,0.7211,-0.2062,-0.2866,0.4944,2.4704,2.1556,1.2793,1.9191,2.0537,0.3852,1.3235,1.1867,4.1885
"PA14_24530",-0.2438,-0.9994,0.5897,-0.1393,1.9044,0.504,0.8704,1.3513,3.5049,2.1548,0.4432,2.5174,-0.983,3.0021,0.5507,4.8793
"PA14_24550",1.167,0.2227,0.1604,-0.5079,-0.879,-0.0317,-0.1213,-0.034,1.9807,1.2895,0.9233,1.3683,0.805,0.6512,0.5539,2.3887
"PA14_24560",0.6689,-0.6525,-1.7707,-1.0532,-1.6888,3.6871,-1.0485,-1.2909,5.0063,1.008,3.1135,6.9287,2.8503,0.3737,2.617,3.5552
"PA14_24570",0.8535,0.0399,-0.2646,-0.6557,1.4502,-1.6488,-0.7225,-0.8548,2.4284,0.3137,-0.3127,-0.808,2.8967,-0.1368,0.1191,0.0237
"PA14_24580",0.6603,-1.2437,0.0059,-1.0587,2.0932,-0.4002,0.368,2.1123,2.1878,0.9785,-0.6391,-0.0124,6.8083,3.5708,3.7748,1.3427
"PA14_24590",0.198,0.9218,0.4263,0.9336,0.0859,0.4114,0.6876,0.8824,-1.284,-0.9348,0.2546,0.7547,-0.4228,0.2046,1.3668,1.1022
"PA14_24600",0.6185,-1.282,2.8137,-0.1822,7.2437,3.9863,2.4318,1.9006,5.6492,2.4849,3.6217,1.5955,3.8567,3.5733,4.1576,3.0502
"PA14_24610",-0.0544,-0.1752,-0.4684,-0.0317,0.5638,0.4642,1.0378,0.356,1.3233,0.9962,0.8107,0.5066,1.1511,-0.0134,1.2702,0.73
"PA14_24620",-0.7958,-0.5353,-0.4784,0.3894,3.1758,0.7524,-1.1714,1.9501,2.9979,2.7191,1.2041,1.4797,3.1597,1.5098,0.4123,0.5405
"PA14_24630",-0.0843,-0.3982,0.2586,-0.0018,-0.0909,0.1144,-0.5163,0.4786,0.8332,1.2587,0.8734,0.4062,0.9931,0.9556,1.2323,0.7561
"PA14_24640",0.0076,-0.445,-0.6251,0.2007,-0.102,-0.4912,-0.7194,-1.0041,0.7671,-0.319,-0.9824,-0.409,-0.5903,-0.3883,-0.6944,-1.0761
"PA14_24650",0.9308,-0.3378,-0.153,-0.6638,1.0139,1.2051,0.3223,-1.0076,3.8431,2.5736,2.5776,2.3396,3.7319,3.4161,3.5655,1.8379
"PA14_24665",-0.7204,1.5434,-0.7805,1.5989,-2.1197,1.3383,-0.5194,-1.5086,-2.7716,-0.9534,-2.4973,-2.0497,-2.0337,-3.6225,-0.0277,-1.26
"PA14_24675",-0.1911,-0.5635,1.1505,-0.4148,-0.7906,-2.0184,-0.1626,-2.1358,-0.8674,-2.9036,-2.4516,-1.7162,-1.4717,-1.1024,-3.3399,-0.9469
"PA14_24690",-0.9984,-0.2376,0.4405,0.8649,-1.7382,-0.2719,-0.3626,0.435,-0.3087,0.8465,1.1288,1.8899,2.0375,1.6611,2.5046,2.4297
"PA14_24700",-0.9827,0.4931,-0.2534,0.4388,-2.2965,-1.4352,-0.7054,-0.557,-3.0102,-2.4026,-2.1235,-1.9762,-3.2854,-2.4025,-2.0757,-2.9403
"PA14_24710",-0.6188,0.7222,-0.2091,0.2508,-1.991,-4.1036,-1.7948,-1.7651,-2.8689,-2.7086,-3.9416,-3.5369,-3.0009,-3.0815,-3.3628,-2.3266
"PA14_24720",0.0931,0.0131,0.837,0.1862,-1.2096,-0.8929,-0.8183,-0.7287,-1.0985,-0.8439,-1.2308,-1.0863,-1.287,-1.2882,-1.3562,0.3286
"PA14_24730",0.3781,0.0473,0.7656,-0.1043,0.0375,0.5159,0.7468,-0.624,0.0342,1.5758,1.5959,2.6492,1.2964,2.1736,1.2706,0.9453
"PA14_24740",0.6731,-0.2267,0.3699,-0.4274,1.1549,0.5295,-0.5021,-0.5891,2.1614,1.951,1.2246,0.7614,1.1557,1.4171,1.1082,0.2806
"PA14_24760",0.9237,-0.3842,0.6316,-0.9234,1.8238,0.4428,-0.342,-0.1225,2.4815,2.4488,1.7032,0.7395,2.3928,2.2476,1.8075,0.9172
"PA14_24770",1.0242,-0.2967,1.7709,-0.7329,3.7302,0.797,0.1946,0.979,5.6402,6.0464,4.6229,1.9359,6.1308,4.9695,5.4599,1.7971
"PA14_24780",1.4436,0.0913,0.8419,-0.1858,-1.0374,-1.961,-2.272,-0.9806,-0.5011,-1.6416,-0.8539,-0.3904,-0.7649,0.0165,-1.4751,-0.6684
"PA14_24790",0.3964,0.0681,2.2013,0.7857,-0.1271,-2.6569,-3.1649,-3.3301,-10.4823,-9.1728,-8.5908,-6.4285,-9.6541,-10.5146,-11.2001,-8.7314
"PA14_24810",0.7488,-0.7397,0.981,-0.6816,-0.548,-2.1396,-0.3854,-1.0315,0.3811,0.379,0.2285,0.7717,1.0456,1.9036,0.2315,1.322
"PA14_24820",0.0767,0.595,-0.4607,-0.2741,-1.4933,-0.0676,-0.1873,-0.0492,-0.5804,-0.8678,-0.9138,1.3798,1.4451,0.8679,-0.3074,2.2021
"PA14_24830",-0.1582,-1.3115,1.3171,0.2969,0.144,-1.4794,2.2692,0.0405,0.1638,1.0004,0.0312,3.0067,3.8993,1.3228,0.6853,1.2903
"PA14_24840",0.3193,0.0465,0.1761,0.3593,0.7552,0.3704,0.1689,0.2254,0.6262,-0.412,0.797,-0.4956,0.4054,0.4996,-0.3908,0.7664
"PA14_24850",-0.3656,-0.6133,-0.9287,0.5258,-0.3745,-0.2173,1.159,-0.2417,-0.0366,0.6183,0.4113,-1.4199,-1.0481,0.2552,0.5569,-0.8562
"PA14_24860",1.0317,0.0598,-0.491,-0.591,-0.151,-0.2395,1.9628,-0.2582,-0.2932,0.0916,0.7154,1.573,0.475,1.0235,-0.6772,0.3969
"PA14_24880",-0.5005,0.6438,-0.4883,0.2354,-2.7874,-1.5685,-1.6634,-1.0018,0.4935,1.1327,1.4377,1.0436,-1.2915,-0.68,0.3774,-0.581
"PA14_24890",0.0753,-0.5149,-0.3527,-0.4792,-0.7654,-1.8988,-0.4242,-1.0406,1.4583,1.2022,1.1444,2.2323,1.5241,1.1482,0.5618,0.5505
"PA14_24900",-0.4171,0.7585,0.117,1.2368,2.1046,1.0685,2.7485,-1.24,0.9226,3.0604,2.2035,1.7634,3.357,1.4622,3.833,3.0395
"PA14_24910",0.3799,1.2011,-0.5943,-0.687,0.0926,-0.6696,-0.2765,-0.5442,0.4461,0.7668,0.0028,0.6483,-0.6261,0.1003,-0.2212,-1.1615
"PA14_24920",-0.2214,-0.6039,0.2537,-0.0063,0.2271,0.4496,0.3353,0.215,0.2021,-0.1399,1.5566,1.1851,0.1152,-0.1803,2.1731,2.3407
"PA14_24940",-0.6917,0.4223,0.2029,0.0321,0.3085,-1.1102,0.0744,-0.1592,0.1377,2.8244,1.16,-0.0302,1.1276,1.0001,0.4757,1.9662
"PA14_24950",0.1587,0.5939,-0.7869,-1.1679,0.5445,-0.4391,1.0833,-0.2264,1.6274,1.2274,0.4507,0.8942,0.9973,1.5026,0.3553,1.7959
"PA14_24960",0.006,1.2345,0.5607,2.043,0.4102,2.7297,0.3868,1.11,2.7863,2.0364,2.1132,5.403,3.3839,1.9436,1.4592,2.6892
"PA14_24970",1.1399,0.2823,0.1116,-0.966,1.7618,0.8684,-0.665,0.7933,4.9248,4.2189,4.0786,1.1132,3.774,3.844,2.5623,2.3149
"PA14_24980",-1.2524,0.4105,-0.9473,-0.2097,0.6718,0.8008,0.3854,0.2597,2.3597,1.3615,1.513,1.0055,1.7952,0.5022,0.7253,0.682
"PA14_24990",-0.4879,0.1634,-0.6339,1.0332,1.1178,1.0332,0.2628,0.3869,1.7082,1.5421,1.0337,0.7728,3.7036,2.7073,1.7308,0.7756
"PA14_25000",-0.1888,-0.4369,-0.1764,-0.6688,0.6878,-1.0695,-0.2058,-0.0038,1.6045,1.2741,1.246,0.7598,3.5402,1.989,1.8134,1.185
"PA14_25020",-1.5002,0.3377,0.4711,0.3869,1.1696,-0.5427,1.8206,0.372,-0.3304,-0.472,0.6881,0.3645,0.0897,-0.1108,0.5539,-0.7844
"PA14_25030",-0.7124,-0.3545,-0.157,0.4654,-0.6672,1.6096,0.2229,1.7692,-0.3576,-0.8561,0.3956,-0.7401,-1.0003,0.7519,1.0476,0.8351
"PA14_25040",1.3532,-0.2534,0.1333,-0.1088,1.7858,0.8236,1.446,1.1614,2.9957,2.7979,3.168,2.725,3.3326,2.2699,3.2587,1.8866
"PA14_25050",0.9813,0.478,0.0775,-0.5066,-1.2533,1.0998,1.8854,3.8183,-2.147,-1.4784,-1.4031,-0.8984,-2.1669,-0.3793,0.3552,-0.9871
"PA14_25060",1.6214,0.3245,-0.2787,-0.3709,1.4709,0.8416,-0.0263,-0.1362,1.8534,1.4664,0.6302,0.0234,1.8558,1.0009,1.0682,0.873
"PA14_25080",-2.6284,-0.2443,-0.0071,-0.0484,-1.815,-0.6978,0.0797,0.6684,2.4509,3.3681,3.4808,2.2846,5.9544,7.391,7.2651,3.7289
"PA14_25090",-1.1932,-0.4914,0.7328,0.4004,-3.0073,-2.1623,-0.6366,-2.2205,0.7526,-0.3631,0.6153,-1.271,1.8555,2.6544,1.8013,-1.2953
"PA14_25100",-1.3509,0.6409,-0.336,0.2292,-1.4569,-2.3547,-1.1228,-1.6061,-0.5304,-0.9272,-1.3332,-2.3096,-1.2594,-0.8332,-1.1694,-1.5209
"PA14_25110",-2.0377,0.2007,-0.2945,0.2464,-3.6803,-4.1553,-3.3163,-2.4583,-7.3987,-5.4,-3.8343,-6.5267,-6.1174,-3.948,-5.5382,-5.9893
"PA14_25130",-0.9359,-0.1198,-0.7426,1.0791,-1.4372,-2.7678,-3.0177,-1.8248,-1.4028,-0.8748,-0.5541,-0.3171,-0.8782,-1.2383,-0.7785,-0.6154
"PA14_25140",-0.5124,-0.0431,-0.6933,0.0952,-1.5069,-1.1449,-0.5239,-0.6712,-2.2566,0.2847,-0.7794,-0.6016,-1.6323,-0.7874,-0.3363,-1.5835
"PA14_25150",0.3809,0.3692,0.3526,0.6447,2.4535,3.3231,3.5178,2.2165,0.8425,0.3569,1.6106,1.5537,1.6686,1.5334,1.7572,1.1413
"PA14_25160",-0.8056,0.6516,-1.269,0.4797,5.3807,3.7699,1.4347,1.8722,0.3377,-0.2924,1.3285,1.3632,1.1202,2.2655,2.3922,2.4283
