"","MOCP_0066:carb:6400.00000uM:PA14:90min:A","MOCP_0066:imi:6.25000uM:PA14:90min:A","MOCP_0066:doxy:100.00000uM:PA14:90min:A","MOCP_0066:cip:0.78125uM:PA14:90min:A","MOCP_0066:col:12.50000uM:PA14:90min:A","MOCP_0066:fosfo:3200.00000uM:PA14:90min:A","MOCP_0066:water:0.50000%:PA14:90min:A","MOCP_0066:ami:6.25000uM:PA14:90min:A","MOCP_0066:clari:200.00000uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:PA14:90min:A","MOCP_0066:pf3299:1.56250uM:PA14:90min:A","MOCP_0066:mrl494:50.00000uM:PA14:90min:A","MOCP_0066:a22:800.00000uM:PA14:90min:A","MOCP_0066:cbr4830:62.50000uM:PA14:90min:A","MOCP_0066:chir090:3.12500uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:lpxC-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.78125uM:lpxC-hypo:90min:A","MOCP_0066:doxy:100.00000uM:lpxC-hypo:90min:A","MOCP_0066:water:0.50000%:murA-hypo:90min:A","MOCP_0066:fosfo:800.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.78125uM:murA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:murA-hypo:90min:A","MOCP_0066:dmso:0.50000%:bamA-hypo:90min:A","MOCP_0066:mrl494:50.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.78125uM:bamA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:bamA-hypo:90min:A","MOCP_0066:dmso:0.50000%:gyrA-hypo:90min:A","MOCP_0066:cip:0.78125uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:gyrA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:gyrA-hypo:90min:A","MOCP_0066:carb:1600.00000uM:PA14:90min:A","MOCP_0066:imi:1.56250uM:PA14:90min:A","MOCP_0066:doxy:25.00000uM:PA14:90min:A","MOCP_0066:cip:0.19500uM:PA14:90min:A","MOCP_0066:col:3.12500uM:PA14:90min:A","MOCP_0066:fosfo:800.00000uM:PA14:90min:A","MOCP_0066:ami:1.56250uM:PA14:90min:A","MOCP_0066:clari:50.00000uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:PA14:90min:A","MOCP_0066:mrl494:25.00000uM:PA14:90min:A","MOCP_0066:a22:200.00000uM:PA14:90min:A","MOCP_0066:cbr4830:15.62500uM:PA14:90min:A","MOCP_0066:chir090:0.78125uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.19500uM:lpxC-hypo:90min:A","MOCP_0066:doxy:25.00000uM:lpxC-hypo:90min:A","MOCP_0066:fosfo:200.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.19500uM:murA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:murA-hypo:90min:A","MOCP_0066:mrl494:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:bamA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:0.39100uM:gyrA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:gyrA-hypo:90min:A","MOCP_0066:fosmido:500.00000uM:PA14:90min:A","MOCP_0066:tobra:6.25000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.32000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.32000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:dmso:0.50000%:dfhr-hypo:90min:A","MOCP_0066:water:0.50000%:dxr_kd:90min:A","MOCP_0066:fosmido:500.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.78125uM:dxr_kd:90min:A","MOCP_0066:doxy:100.00000uM:dxr_kd:90min:A","MOCP_0066:dmso:0.50000%:lptD_kd:90min:A","MOCP_0066:pol7080:0.08000uM:lptD_kd:90min:A","MOCP_0066:cip:0.78125uM:lptD_kd:90min:A","MOCP_0066:doxy:100.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:12.50000uM:PA14:90min:A","MOCP_0066:fosmido:250.00000uM:PA14:90min:A","MOCP_0066:tobra:1.56250uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.08000uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.08000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:25.00000uM:dfhr-hypo:90min:A","MOCP_0066:fosmido:250.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.19500uM:dxr_kd:90min:A","MOCP_0066:doxy:25.00000uM:dxr_kd:90min:A","MOCP_0066:pol7080:0.02000uM:lptD_kd:90min:A","MOCP_0066:cip:0.19500uM:lptD_kd:90min:A","MOCP_0066:doxy:25.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:6.25000uM:PA14:90min:A"
"PA14_13870",-0.8675,-0.3487,1.4361,-0.6867,0.1704,-0.2695,-0.1946,-0.1983,-1.1547,-0.3466,0.5357,0.9339,1.9523,1.5179,0.2373,-0.3868,0.6256,0.2863,1.4611,-1.0872,-0.7241,-1.4561,-0.7729,-0.4191,1.0047,-0.297,1.057,0.1048,-1.4096,0.4413,1.0997,-0.0961,0.3007,-0.0566,0.3856,0.8313,-0.1777,-0.1078,-0.7145,0.3548,1.0483,0.5763,0.697,0.1181,0.4792,0.0527,0.2636,-1.1836,-1.0143,-1.4936,0.0951,0.1655,0.1715,0.5851,0.1672,-0.2665,-0.2998,0.7114,-0.594,-0.0827,-1.9092,0.7173,1.2011,-0.5901,-0.2269,-0.996,0.1248,1.9643,-0.2688,-0.5465,1.0584,1.7249,-0.8492,-0.3395,-0.3536,0.5931,-0.2706,-0.7561,0.5084,-0.6559,0.5113,0.1234,-0.3395,-0.7989,-0.207,0.8677,0.1869
"PA14_13880",-0.5592,-0.3078,0.4966,0.6212,-0.3061,-0.9058,-0.2523,0.1991,0.3201,0.143,-0.1681,0.5719,0.3661,0.1483,-0.4369,-0.5042,0.0943,-0.3256,0.5886,-0.7734,-0.9058,-0.9058,-0.2997,0.0057,0.4133,-0.2309,0.4622,-0.3932,0.2283,0.5866,0.4926,-0.5405,-0.2362,0.0153,-0.0464,0.1249,-0.3003,0.0626,0.1811,0.8366,0.5782,0.5093,-0.0528,0.4249,-0.271,0.0465,-0.0165,-0.9058,-0.6775,-0.9058,-0.1617,-0.0175,-0.1792,0.5919,0.2569,0.2996,-0.3952,-0.0431,-0.0341,-0.6622,-0.9058,-0.172,0.5556,-0.808,-0.0047,0.0628,0.3169,0.1518,-0.0188,0.2207,0.7779,0.8928,0.849,-0.2452,-0.4149,0.0708,-0.5758,-0.1219,-0.2045,-0.093,0.1655,-0.6557,-0.1898,-0.0404,0.1614,-0.1139,1.4415
"PA14_13890",-1.1688,-1.1932,1.7605,-0.807,-0.5176,-0.7719,-0.3386,-0.2826,-1.0545,-0.0607,-0.1843,0.5945,1.878,0.4309,-0.0459,-0.0306,-0.3794,-1.3256,1.87,-0.4515,-1.2494,-1.9149,1.228,0.0556,-0.2769,-0.3224,1.5824,-1.0588,0.6339,1.022,1.9736,-0.6208,-0.6563,0.8449,-0.0241,-0.0157,-0.8299,0.4373,-0.1598,-0.1476,-0.6394,0.2687,-0.1856,0.4038,0.4546,0.5106,0.1237,-1.502,-0.714,-0.2629,-0.3712,0.552,0.5195,-0.2945,0.3662,0.4629,-0.9592,0.1647,-0.2682,-0.0207,-0.374,0.4291,2.3044,0.1294,0.6081,0.1419,-0.7852,1.9454,-0.1193,0.7159,-0.1334,2.4654,0.319,0.0319,0.5089,0.0676,0.4312,0.0363,-0.1744,0.8299,0.4805,0.9623,1.7498,0.5369,0.3447,1.1219,0.1367
"PA14_13920",-0.9124,-0.0571,0.4604,6.7137,-0.6297,-1.1664,-0.0072,-0.192,-0.5363,-0.3323,-0.3692,0.2105,-0.3882,-0.6392,0.0601,-0.4311,0.0602,5.803,-0.412,-1.3654,-1.9449,1.8421,-0.4424,-0.3599,0.3288,4.1088,0.4855,-0.3866,5.4902,0.1375,0.3187,-0.0175,-0.6994,0.6188,3.0101,-1.5628,-1.4205,-0.5402,0.1985,-0.2106,0.215,-0.7195,0.3927,0.7291,-0.1521,1.6727,-0.0057,-1.9449,-0.2731,0.2493,-0.4616,1.6238,0.7544,1.9662,0.2641,0.2874,-0.096,0.3559,2.1031,-0.4679,3.4595,-0.4231,0.7536,-0.9951,-0.1417,-0.692,6.3879,1.1436,0.0256,0.002,6.1421,0.6323,-0.2775,-0.3213,-0.2434,0.3678,-0.5023,-0.1295,-1.2213,-0.0228,-1.1518,1.4456,-0.167,-0.737,2.7655,0.5868,0.74
"PA14_13940",-0.7623,-1.0092,1.1188,7.5806,0.5241,-1.0325,-0.1839,-0.5983,-0.5461,-0.4967,-0.5756,-0.5586,-0.4295,-1.5121,-0.86,-0.6982,-0.1746,6.1738,1.0681,-0.6103,-1.0065,4.1226,1.1042,-0.4908,-0.2655,5.9988,0.7479,-0.5895,6.2423,-0.0143,0.4804,0.1886,-0.4205,1.4023,5.8744,-0.6327,-0.4299,0.0791,-0.3243,-0.0772,0.0898,-0.4818,-0.2023,-0.3246,-0.4737,3.6124,0.9555,-0.6896,1.5688,0.1003,0.0335,2.9177,0.8065,4.0547,0.0797,0.3584,-0.5909,0.3544,2.082,-0.0262,5.3764,-0.2548,0.8111,-0.3662,-0.5186,-1.118,7.6667,0.9745,-0.1124,-0.8232,7.4207,0.6802,0.1967,0.3668,0.4364,0.2127,-0.3119,1.6419,-0.1213,1.2776,-0.1528,4.5367,0.7819,0.3442,6.7799,0.9008,0.2336
"PA14_13950",-0.771,-1.3845,0.3952,6.7126,-1.6556,-0.717,0.1502,-0.32,0.7653,-9e-04,-0.8572,-2.0044,-2.5197,-3.2779,-1.1056,0.5163,0.2068,5.2909,0.8445,0.1342,-0.5213,3.3201,1.2192,0.0626,-1.6755,4.3729,-0.3451,-0.1657,4.935,-0.723,-0.2844,0.2729,-1.1061,0.5316,4.0102,-2.5652,-0.2391,0.3123,1.8471,0.2403,-0.3104,0.2124,0.5166,0.9188,0.4563,3.0591,1.1057,-0.3956,1.1392,0.606,-0.5897,1.6534,0.3399,2.2266,0.1654,0.1486,0.2304,0.5953,0.9249,-1.4276,3.8866,-1.2352,-0.078,-0.2561,-0.3332,-0.3657,7.9768,-0.7673,0.6392,-0.3974,6.9517,-0.8763,-0.0344,0.4594,0.0176,-0.1252,-1.0639,0.2308,-0.4236,-2e-04,-0.4617,1.8915,-0.8321,1.0729,5.7051,-0.3525,1.0558
"PA14_13960",-0.5269,-0.3239,4.1827,-0.4274,2.5192,-0.2234,-0.1821,-0.173,3.7315,0.132,-0.7292,0.3259,0.3465,-0.7674,-0.4076,-0.015,-0.3141,-0.5517,4.8946,-1.0837,-2.2433,-1.9762,1.4,0.5185,-0.8659,-0.9566,5.4973,0.1344,-0.163,-0.8811,-0.2039,-0.0205,-0.5493,3.4979,-0.1546,-1.1487,0.1296,0.1315,2.0078,0.6265,-0.0282,0.2065,0.8471,-0.211,-0.2869,0.0411,2.61,-2.5293,-0.2903,0.814,-1.3273,0.2875,2.6287,-0.6705,0.0958,-0.3419,0.5822,0.0732,0.4655,-1.4463,0.628,-7e-04,5.1056,-0.121,0.3097,0.448,-0.1302,0.0793,0.0327,-0.056,0.1754,1.8132,0.8524,-0.9101,0.0438,1.0879,-0.8623,0.3013,-0.2328,6.5226,0.4507,0.0055,-0.0815,0.1302,-0.7064,3.5993,-0.7895
"PA14_13970",-0.7743,-0.431,5.1448,-0.5414,2.5595,-0.3362,-0.4416,0.2023,2.4358,-0.1523,0.2513,1.57,1.2921,0.7204,-0.6839,-0.2859,0.4238,-1.0799,5.0477,-1.0083,-2.1457,-2.2728,2.3224,0.4524,0.0495,-1.5338,5.5812,-0.3264,-0.6988,0.2202,0.4505,-0.3588,-0.9428,2.9771,-0.5974,-0.4152,-0.3957,-0.2324,1.6167,0.2687,1.7291,-0.4132,-0.2402,-0.5152,-0.3099,0.1092,2.3551,-1.3925,-0.1728,0.7562,-0.5274,0.0612,2.3815,-0.6821,0.4324,-0.8194,0.038,0.1283,0.4442,-0.1468,-0.0617,0.8352,6.2669,-0.216,0.1269,-0.0376,-0.655,0.5713,-0.0747,0.1767,0.0988,3.2891,-0.1593,-0.6179,-0.3602,0.3713,-0.4894,0.2659,0.1378,6.4607,0.3934,-0.0283,0.0079,0.0841,-0.6884,3.5936,-0.1611
"PA14_13990",-0.285,-0.8273,2.3201,1.9365,0.0457,-0.4235,0.1253,-0.6711,0.9551,-0.2825,0.035,-0.7136,1.3067,0.4457,-0.7613,-0.3016,-0.3341,0.1719,1.4443,0.3176,-0.4648,-0.283,0.7887,-0.4351,-0.8106,-0.0593,1.4715,-0.614,-0.9851,-0.1607,1.9095,0.3436,-0.5345,1.1761,1.5306,-0.9195,-0.1394,-0.0445,0.671,-0.7739,-0.1531,-1.3323,-0.9425,-0.3413,-0.6602,0.1773,0.669,-0.3206,-0.0907,0.6198,-0.5993,-0.0516,0.8475,0.4405,-0.2956,0.3292,-0.1502,1.0796,-1.4219,-0.9301,0.5108,-0.9347,2.0869,-0.0082,-0.3912,-0.8353,2.986,1.6025,-0.0663,-0.601,1.8281,2.3031,-0.1175,-0.004,0.7716,-0.3677,-0.6412,-1.1568,-0.5831,1.0925,-0.4206,0.9791,1.278,-0.201,1.5417,1.2935,0.3697
"PA14_14000",-0.4367,-0.5802,0.6722,0.0928,-0.1423,-0.35,0.3445,-0.6863,0.7442,0.0615,0.5998,-1.5845,-2.1395,-0.6524,0.1189,0.211,-0.0971,-0.9609,0.7701,-1.0108,-1.1025,-2.2719,0.711,-0.0754,-0.3536,-0.0415,0.5438,-0.3061,-0.872,-0.5345,0.7628,0.708,-0.7484,0.5941,0.3706,-0.0396,-0.1425,0.5941,-0.0119,0.0332,-0.7447,0.1122,0.5353,-1.026,-0.6153,0.0977,0.0458,0.2941,-0.6431,-0.0254,-0.355,-0.8998,0.9696,-0.1397,-1.0767,0.7622,1.5914,1.1367,0.3486,-1.2652,-0.1021,-0.6676,0.4024,0.1845,0.4259,-0.3795,1.0592,-0.0857,-0.0011,-0.2329,-0.4451,0.7769,0.2421,0.1559,0.5934,0.1865,-0.135,-1.1456,-0.831,0.2846,-0.2406,-0.4742,0.4913,0.5543,0.3378,0.1492,-0.5475
"PA14_14010",0.0481,-0.4495,0.7271,-0.6238,-0.6119,0.6184,0.6915,-0.2083,3.8027,0.6035,-0.233,0.4557,-0.7163,-0.5764,0.6279,0.1202,-1.5516,-0.8962,-0.2836,0.9629,0.019,-0.2374,0.1364,0.0245,-0.4895,-0.3953,-0.3206,-0.3348,-0.8301,-0.1647,0.6228,0.3943,0.0172,0.3813,0.3259,-1.0617,-0.9351,-0.0211,2.455,0.2206,-1.787,-1.0977,0.5354,0.1477,-0.2881,0.3479,0.0145,1.2905,1.0487,0.6386,0.4464,0.0509,0.7717,-0.1287,-0.3115,0.6301,-0.7234,0.6093,-1.5029,0.096,-0.7522,-0.414,-0.2044,-0.0633,-0.3708,-0.8557,-0.5852,-0.7535,-0.6376,-1.0807,0.3995,-0.8682,-0.0609,0.3203,0.3046,-0.1807,-1.1587,-1.304,-1.196,0.1899,0.0634,0.0265,1.4693,0.3151,-0.4268,-0.1719,-0.7838
"PA14_14020",-0.1255,-0.5372,2.2318,-0.288,0.465,-0.6343,0.3051,2.1675,3.9161,0.354,-0.9201,-1.6616,0.2974,-0.1519,-0.3233,-0.0595,-0.5974,-2e-04,2.0611,-0.0355,0.2686,-1.1497,0.6733,-0.2496,-1.7203,-1.58,1.6518,-0.4036,-0.5116,-1.3814,2.9723,0.7836,-0.0527,0.8617,0.497,-0.9707,-0.0796,0.1274,1.4014,-0.4405,-1.1876,-0.9799,-0.011,-0.0302,-0.4775,0.0828,0.6247,-0.1703,-1.0344,0.7759,-0.3197,-0.1603,0.5506,-1.5474,0.2672,1.1471,-0.7313,1.1948,-0.7089,-0.9823,-1.5342,-0.2087,1.6565,-0.1993,-0.1168,-0.6365,0.2472,1.7176,-0.2846,-0.8959,-1.1577,1.0434,-0.3186,-0.5706,-0.0583,-0.4621,-1.1329,-0.9005,-1.3135,0.9402,-1.2447,0.0872,1.0568,-0.4293,-1.0534,0.1686,-0.903
"PA14_14040",0.9294,-0.3769,-3.7763,0.3018,1.383,1.0412,1.0618,-1.764,-2.06,0.6156,0.5631,-1.9404,-3.2666,-1.9044,0.4101,0.6229,0.2496,-0.3547,-3.517,0.1606,-0.3233,-0.8611,-2.5904,0.5469,-2.1851,-0.2625,-3.7594,0.2398,-0.1217,0.0427,-3.1804,0.8278,0.609,-0.2891,0.9483,-1.3546,0.5244,0.9189,-1.2039,0.0765,-0.8582,-0.5821,-0.0227,-0.087,0.3369,-0.0589,-1.4061,-0.203,-0.0997,-0.027,-1.4489,-0.0234,-1.0989,0.4681,-0.307,-0.8954,0.8172,-0.9858,-0.9352,-0.4012,-1.1892,-0.4106,-3.5177,0.0117,1.003,0.2606,0.2791,-3.2325,-0.1679,-1.3064,-0.8504,-3.2241,0.3343,0.9588,0.771,-0.0553,0.0173,-1.035,-0.3622,-0.6284,0.2021,0.7153,0.29,-0.4992,-0.6363,-1.3518,-0.1094
"PA14_14060",-0.1167,0.5531,-0.2791,-0.1897,2.0085,-0.8814,-0.8724,-1.4097,-0.6736,-0.0465,-0.1854,-0.9645,0.7723,-1.2571,0.3173,0.1163,1.2444,-0.0647,-1.2998,0.3663,1.0977,0.3025,-0.0752,-0.2053,0.0141,-0.2952,-0.5353,-0.0831,-0.302,2.3636,-0.653,-0.21,0.3481,-0.239,0.3536,1.1862,-1.1072,0.3417,-1.2421,0.3122,1.0098,0.4537,-0.5703,0.2516,0.7069,-0.5165,-0.8388,1.0049,0.9842,-0.4963,1.7437,-0.3962,-0.2615,-0.5769,0.5461,-0.7351,-0.3471,-0.0347,0.017,-0.3078,0.3773,-0.509,-0.9077,0.067,-0.0734,-0.6335,0.3981,0.3071,-0.4253,0.2394,1.1407,-0.5946,1.6218,-0.2968,-0.0551,0.4557,-0.1168,0.4928,0.0475,-0.2533,-0.2671,-0.0696,-0.6253,1.001,0.5446,0.2253,1.2121
"PA14_14080",0.1975,-0.6429,-0.6346,-0.0608,-2.1575,0.131,0.0251,-0.0596,1.8393,8e-04,-0.0987,-1.4434,-0.6158,-0.4854,-1.0068,0.2422,-1.0089,1.074,-0.4826,0.8403,0.7403,0.9306,-0.5089,1.0458,-0.4669,0.8206,-0.8417,0.761,1.6395,1.192,0.9324,-0.4899,-0.7851,-1.2828,-0.1687,-1.6526,-0.5343,0.3055,2.3131,-0.32,-1.2158,-1.1058,-0.0081,-0.8823,0.2545,0.7685,-0.3614,0.3873,0.9319,-0.5415,-1.2035,0.3013,-1.1324,0.9421,0.4719,0.6839,0.3555,-0.001,0.6912,-1.6359,0.021,-1.366,-1.0089,0.5082,0.334,0.6221,-0.0318,-2.4596,0.4825,-0.6174,1.9114,-1.1137,0.0089,0.1174,-0.2303,-0.0619,-0.698,0.7354,-0.3751,-0.4662,0.7471,0.3703,-0.4408,0.7103,0.9359,-0.8114,-0.0481
"PA14_14100",0.7179,0.6608,-0.853,-0.4733,-0.1497,0.0924,-0.4025,-0.7945,0.3967,-0.2733,0.8991,2.4705,-0.0293,-1.207,0.8505,-0.319,1.4104,-0.5475,-0.4156,0.2749,-0.1854,-0.4914,-0.59,0.8651,3.003,-0.446,-0.4162,1.6226,0.884,2.6573,-0.2317,-0.2132,0.2167,-1.4744,-0.1966,-0.2449,-0.1241,0.1343,-0.1062,0.1447,2.3922,0.4687,-0.2468,0.8047,0.5851,-0.4504,-0.5634,0.6411,0.3147,-1.079,2.0576,0.9635,-1.1699,1.2098,2.352,-1.9296,-0.4371,-0.2883,-0.6214,2.4108,0.2696,1.8746,-1.096,0.2284,-0.379,0.4407,-0.2232,-0.7768,1.3053,0.5937,-0.2158,-0.1515,0.1574,0.0292,-0.4545,0.3945,1.1571,0.6464,1.5782,-1.2308,0.5026,-0.2514,-2.4106,1.1546,1.0556,-0.9326,0.7703
"PA14_14110",0.6786,0.2359,0.4627,-1.0499,1.8194,1.6743,-0.6723,-1.3524,-1.3928,-0.1723,1.5038,0.8964,-1.0292,0.8435,1.0517,0.2806,1.6112,0.0742,1.0417,-0.3586,1.9002,-0.2778,-0.2082,0.0269,0.3988,-0.665,0.5556,0.0596,-0.2145,1.5132,0.2257,-0.6471,0.7296,-0.2297,-0.8757,1.9741,1.5094,-0.6927,-1.1891,0.6747,1.1276,1.1377,0.5358,0.8171,1.8513,0.0768,-0.2432,0.8944,0.2222,-1.0475,0.2453,-0.4417,-0.2348,0.0256,0.4353,-0.7642,-0.5548,0.0427,0.1186,2.1054,-0.2129,1.2539,0.3425,0.028,-0.8359,0.1522,-0.8427,-0.7115,-0.0927,0.917,-1.9349,0.1773,1.5582,-0.4837,-0.4498,-0.0895,1.6987,0.116,2.1058,-0.2125,-0.2538,-0.2698,-1.2427,0.6125,-0.2875,0.2712,1.8303
"PA14_14130",0.6411,0.4577,-1.5594,-1.0369,1.2268,1.5359,0.0236,-1.5701,-0.5186,0.4602,1.1025,0.1895,-0.2682,-0.7057,0.6275,0.6043,0.2631,-0.189,-2.3026,-0.5042,1.5975,-1.2273,-2.034,-0.0079,-0.2461,-0.4429,-1.7884,-0.3323,-0.0541,0.4907,-1.843,0.2447,1.3204,-1.5808,-0.3441,0.2007,1.5285,-0.3745,-0.7593,0.6262,0.4782,0.1435,0.9175,0.0224,0.2302,0.4132,-1.4959,1.2803,0.1105,-1.6168,-0.114,-0.6175,-1.5049,-0.0741,-0.3889,-1.8806,-0.0988,-1.0212,0.0613,0.6808,0.4303,1.0312,-2.1181,0.4124,0.1617,-0.7156,0.1359,-1.8909,0.135,0.0877,-1.4343,-1.7825,0.5208,0.4681,0.358,0.4229,0.8109,0.2484,1.1292,-1.5537,0.5795,0.0676,-1.4921,0.2572,0.3635,-1.2562,0.4027
"PA14_14140",0.3573,0.2436,-0.3369,-0.3774,1.063,1.6625,0.2356,-0.323,2.2625,-0.0234,0.9432,0.8198,-1.1335,0.2596,0.6973,-0.5884,0.1575,-0.8294,-0.4218,-0.5828,0.7306,-0.8415,-1.4525,0.0387,0.0286,-1.0648,-0.7865,0.2038,-0.4496,1.6779,-0.5428,0.3191,0.7067,-0.9956,-0.2363,-0.178,1.7687,-0.2127,2.0433,-0.4434,0.7056,0.1469,0.1159,-0.7432,-0.0067,-1.0402,-0.2918,0.4588,-0.0221,-0.4874,-0.0799,-0.8022,-0.7908,-0.8996,1.0453,-0.5781,0.6508,-0.0562,-0.1754,0.7345,-0.0849,1.1317,-0.3234,0.7872,0.0875,0.4615,-0.5856,-1.468,0.6376,0.7879,0.3781,-0.709,1.3027,0.8711,0.2244,0.182,-0.5051,-0.1052,0.5938,-1.1203,0.7899,0.0333,-0.9693,1.2752,0.3274,-1.334,0.5222
"PA14_14150",0.0699,0.0549,-0.1334,0.1489,0.3001,0.6073,0.8607,-0.007,2.1954,0.4336,-0.5394,0.4085,-2.8651,-1.1991,-0.6317,-0.2616,-0.3118,0.141,-1.0391,-0.8614,-1.2894,-0.3321,-1.051,0.0984,0.2591,-0.8261,-0.6042,-0.1842,0.7695,0.0088,-0.0726,1.1011,0.2763,0.6692,0.5713,-0.2216,0.3635,0.4252,1.3327,-0.2225,0.9217,0.2085,0.5708,0.3941,-0.1724,0.3076,-0.2329,-0.9567,-0.8034,-0.6835,-0.1004,-0.6161,-1.2057,0.1098,-1.1032,-0.2254,1.2155,-0.7482,0.0864,-0.4658,-0.425,-0.2455,0.6043,0.6944,-0.2106,-0.1802,0.3499,-0.169,0.3186,1.1364,1.4282,0.2594,-0.5902,1.0327,0.7384,-0.3847,-0.5394,-0.3347,-0.0113,0.1968,-0.7188,-0.5974,1.1282,-0.7839,0.1446,-0.5516,-0.3787
"PA14_14160",0.2138,-0.5148,-0.793,0.4552,-0.141,1.0206,1.2304,-0.1121,0.618,0.8631,0.7581,-1.397,-5.0332,-2.753,-1.1774,1.1644,-0.3077,0.6265,-1.3825,0.3777,-0.2298,-0.0162,-0.4203,0.2674,-2.3832,0.0846,-1.347,0.1413,0.5587,-0.6647,-1.6246,0.9134,0.3384,0.3389,0.9321,-1.7921,0.5482,0.9504,1.3923,-0.9015,-0.1948,-0.7475,0.885,-0.7023,-0.3603,-0.349,-0.3365,-0.3479,-0.4134,-0.0389,-0.8686,0.0024,-0.071,-0.4469,-0.7896,0.7596,0.8415,-0.7953,0.1612,-1.1416,0.4017,-0.5793,-0.473,0.5393,-0.9011,-0.3797,0.2505,0.0768,0.8055,0.1042,0.1884,-0.4918,-3.536,1.4888,0.6894,-0.1127,-0.9863,-0.3186,-0.1215,0.4796,-0.7599,-0.0407,1.3674,-0.2034,-0.6055,0.0995,-1.8078
"PA14_14170",0.2207,-0.381,0.5505,-0.5652,1.4159,1.4964,0.12,1.33,0.5664,0.3534,0.6806,0.2703,8.545,4.4153,0.2482,-0.2582,0.2985,0.2244,0.7415,0.7989,0.2345,-0.2118,0.7198,0.178,-0.5746,1.1771,0.5794,-0.9861,0.3106,0.069,0.3129,0.1307,0.2259,-0.5669,0.1779,1.1441,0.6206,-0.0657,-0.7803,-0.3895,-1.0538,-0.5905,1.2412,-1.1128,-0.3872,0.398,-0.1892,-0.7857,-0.3279,0.0954,-0.953,-0.022,0.5057,-0.2955,-0.0876,0.0828,0.5606,1.5078,-1.1876,0.4493,0.0226,-0.1319,0.9654,-0.4257,-0.3211,-0.3752,-0.5742,0.0348,-0.723,-0.3655,1.17,0.4586,-0.4036,1.0551,0.3315,0.5867,-1.3221,-0.2109,-1.078,-0.6901,-0.2821,-0.3064,-0.1026,-0.2247,-0.1747,0.8276,-0.3295
"PA14_14200",0.074,0.5509,-0.2488,-0.179,0.2795,1.1077,-0.0913,0.7507,-0.5446,0.197,-1.5356,-0.9991,5.463,1.8403,-0.1952,-0.1702,-0.0421,-0.3746,0.0103,-0.3319,0.2596,-1.0063,0.1801,0.0861,-0.1519,-0.8104,0.1188,-0.6771,0.2837,-0.7627,-1.1109,0.575,-0.0589,-1.0472,0.7085,1.0004,-0.0606,-0.5712,-0.2552,0.3679,-0.2959,0.8245,0.7416,-0.6978,-0.5269,-0.0968,-0.1528,-0.0013,-0.4382,-0.3912,0.2379,0.5237,-0.3931,-0.9968,-0.9061,-0.9391,-0.1358,0.0058,0.091,0.7841,0.171,0.754,0.1843,0.3003,-0.5958,0.8463,-0.3107,0.1833,0.1734,0.3499,-0.5599,-0.9936,2.382,1.4619,-1.036,0.2521,-0.4074,0.4755,0.6075,-0.5257,0.2939,0.7067,-0.2961,0.3999,-0.4445,-0.4321,-0.6513
